numeroProcesso;classeJudicial;dataChegada;nomeTarefa;descricaoUltimoMovimento;tagsProcessoList;assuntoPrincipal;ultimoMovimento
8000724-49.2021.8.05.0216;RtMtPosse;08/08/2024, 10:58:14;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;CPF REU NULO, digito 40-59;Acessão;16/08/2024, 16:06:52
8001730-23.2023.8.05.0216;Invent;08/08/2024, 11:19:08;Processo com prazo em curso;Expedição de intimação.;digito 20-39;Inventário e Partilha;08/08/2024, 11:19:07
8000122-53.2024.8.05.0216;MSCiv;08/08/2024, 14:00:38;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 40-59, Juízo 100% digital;Abuso de Poder;21/08/2024, 11:13:15
8000284-82.2023.8.05.0216;RtMtPosse;08/08/2024, 18:49:39;Processo com prazo em curso;Julgado improcedente o pedido;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, digito 80-99;Esbulho / Turbação / Ameaça;08/08/2024, 18:49:37
8000248-79.2019.8.05.0216;ProceComCiv;08/08/2024, 19:51:27;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;digito 60-79;Indenização por Dano Moral;13/08/2024, 22:09:16
0001367-90.2014.8.05.0216;ProceComCiv;08/08/2024, 19:53:13;Processo com prazo em curso;Expedição de intimação.;digito 80-99;Direito de Imagem;08/08/2024, 19:52:28
0000733-70.2009.8.05.0216;MSCiv;08/08/2024, 19:55:30;Processo com prazo em curso;Ato ordinatório praticado;digito 60-79;Perdas e Danos;08/08/2024, 19:54:38
8001461-47.2024.8.05.0216;CartPrecCiv;09/08/2024, 09:20:39;Processo com prazo em curso;Proferido despacho de mero expediente;digito 40-59;Retificação de Outros Dados;08/08/2024, 18:13:33
8001440-76.2021.8.05.0216;Monito;09/08/2024, 09:36:13;Processo com prazo em curso;Expedição de intimação.;digito 60-79;Contratos Bancários;09/08/2024, 09:36:10
8000947-70.2019.8.05.0216;ProceComCiv;09/08/2024, 09:43:51;Processo com prazo em curso;Expedição de citação.;digito 60-79;Esbulho / Turbação / Ameaça;09/08/2024, 09:41:37
8000871-46.2019.8.05.0216;PJEC;09/08/2024, 10:27:29;Processo com prazo em curso;Expedição de citação.;digito 40-59;Obrigação de Fazer / Não Fazer;09/08/2024, 10:24:27
8000425-72.2021.8.05.0216;PetCiv;09/08/2024, 10:36:39;Processo com prazo em curso;Expedição de citação.;digito 60-79;Ato / Negócio Jurídico;09/08/2024, 10:33:12
8001085-61.2024.8.05.0216;ExTiEx;09/08/2024, 11:18:17;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 60-79;Cédula de Crédito Bancário;14/08/2024, 11:41:27
8000331-56.2023.8.05.0216;ExFis;09/08/2024, 11:20:30;Processo com prazo em curso;Juntada de Outros documentos;digito 40-59;Dívida Ativa (Execução Fiscal);09/08/2024, 11:21:10
0000109-75.1996.8.05.0216;ProceComCiv;09/08/2024, 11:39:58;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 60-79;Dívida Ativa (Execução Fiscal);09/08/2024, 11:47:33
8000226-84.2020.8.05.0216;PJEC;09/08/2024, 14:49:11;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 80-99;Juros;09/08/2024, 14:50:06
8001044-94.2024.8.05.0216;ProceComCiv;12/08/2024, 12:07:18;Processo com prazo em curso;Publicado Intimação em 14/08/2024.; INCLUI  em pauta de audiência UNA de CONCILIAÇÃO e INSTRUÇÃO., digito 80-99;Gratificações e Adicionais;27/08/2024, 11:50:29
0001191-14.2014.8.05.0216;ExeAli;12/08/2024, 12:07:57;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19;Revisão;27/08/2024, 15:31:18
0001548-96.2011.8.05.0216;ProceComCiv;12/08/2024, 12:12:48;Processo com prazo em curso;Publicado Intimação em 14/08/2024.;digito 80-99;Prestação de Serviços;27/08/2024, 11:47:01
8001491-82.2024.8.05.0216;BAAF;12/08/2024, 14:02:16;Processo com prazo em curso;Expedição de intimação.;digito 80-99;Busca e Apreensão;12/08/2024, 14:02:15
8000871-70.2024.8.05.0216;PetCiv;12/08/2024, 14:44:13;Processo com prazo em curso;Publicado Intimação em 14/08/2024.;digito 60-79;Descontos Indevidos;26/08/2024, 05:38:38
8001105-52.2024.8.05.0216;RtMtPosse;12/08/2024, 15:29:33;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 40-59;Acessão;12/08/2024, 16:31:48
8000862-84.2019.8.05.0216;MSCiv;12/08/2024, 19:43:11;Processo com prazo em curso;Expedição de intimação.;digito 80-99;Abuso de Poder;12/08/2024, 19:43:11
8000031-41.2016.8.05.0216;ProSum;12/08/2024, 19:46:05;Processo com prazo em curso;Juntada de Petição de petição;digito 40-59;Indenização por Dano Moral;25/08/2024, 16:10:12
8001914-76.2023.8.05.0216;BAAF;12/08/2024, 23:49:06;Processo com prazo em curso;Expedição de decisão.;digito 60-79;Alienação Fiduciária;12/08/2024, 23:47:56
8001474-46.2024.8.05.0216;CartPrecCiv;12/08/2024, 23:59:25;Processo com prazo em curso;Expedição de mandado.;digito 40-59;Citação;12/08/2024, 23:59:24
8001120-21.2024.8.05.0216;ProceComCiv;13/08/2024, 08:17:42;Processo com prazo em curso;Expedição de citação.;digito 20-39, Juízo 100% digital;Pagamento Indevido;13/08/2024, 08:16:21
8000805-27.2023.8.05.0216;ExFis;13/08/2024, 08:43:56;Processo com prazo em curso;Expedição de intimação.;digito 20-39;Execução Fiscal;13/08/2024, 08:43:56
0001852-32.2010.8.05.0216;Usucap;13/08/2024, 09:57:56;Processo com prazo em curso;Juntada de Petição de petição;digito 20-39;Usucapião Ordinária;08/08/2024, 17:25:19
0001257-91.2014.8.05.0216;ProceComCiv;13/08/2024, 10:46:03;Processo com prazo em curso;Publicado Intimação em 02/02/2024.;COBRAR CUSTAS, digito 80-99;Indenização por Dano Moral;06/03/2024, 20:25:02
0001219-79.2014.8.05.0216;ProceComCiv;13/08/2024, 10:54:41;Processo com prazo em curso;Juntada de Petição de petição;digito 60-79;Direito de Imagem;26/08/2024, 12:39:59
8000229-68.2022.8.05.0216;AlEsp;13/08/2024, 12:31:54;Processo com prazo em curso;Publicado Intimação em 15/08/2024.;AUDIÊNCIA DE INSTRUÇÃO DESIGNADA, digito 60-79;Alimentos;25/08/2024, 08:09:53
8001466-69.2024.8.05.0216;Interd;13/08/2024, 12:33:22;Processo com prazo em curso;Publicado Intimação em 15/08/2024.;digito 60-79, Juízo 100% digital;Nomeação;25/08/2024, 08:07:40
8001458-63.2022.8.05.0216;AlEsp;13/08/2024, 13:40:41;Processo com prazo em curso;Conclusos para despacho;AGUARDANDO PAGAMENTO DE CUSTAS, digito 60-79;Alimentos;13/08/2024, 13:37:32
0001243-10.2014.8.05.0216;ProceComCiv;13/08/2024, 14:10:25;Processo com prazo em curso;Proferido despacho de mero expediente;digito 00-19;Irregularidade no atendimento;13/08/2024, 10:54:59
8000125-52.2017.8.05.0216;ProSum;13/08/2024, 14:14:56;Processo com prazo em curso;Juntada de Petição de contra-razões;brbjus, digito 40-59;Indenização por Dano Moral;27/08/2024, 13:35:17
0000908-88.2014.8.05.0216;ProceComCiv;13/08/2024, 14:16:54;Processo com prazo em curso;Proferido despacho de mero expediente;digito 80-99;Direito de Imagem;13/08/2024, 10:53:27
0001219-79.2014.8.05.0216;ProceComCiv;13/08/2024, 14:21:21;Processo com prazo em curso;Juntada de Petição de petição;;Direito de Imagem;26/08/2024, 12:39:59
8001713-84.2023.8.05.0216;DivCons;13/08/2024, 14:38:06;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;COBRAR CUSTAS, digito 80-99;Dissolução;21/08/2024, 01:14:09
8001937-22.2023.8.05.0216;ProceComCiv;13/08/2024, 14:55:27;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 20-39, Juízo 100% digital;PROGRESSÃO;21/08/2024, 01:09:52
8001938-07.2023.8.05.0216;ProceComCiv;13/08/2024, 14:55:39;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, digito 00-19;PROGRESSÃO;20/08/2024, 23:28:41
0000902-81.2014.8.05.0216;ProceComCiv;14/08/2024, 08:00:56;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 80-99;Indenização por Dano Moral;21/08/2024, 01:17:59
8000465-30.2016.8.05.0216;ProSum;14/08/2024, 08:23:01;Processo com prazo em curso;Juntada de Petição de petição;digito 20-39;Indenização por Dano Moral;26/08/2024, 15:33:30
8001339-34.2024.8.05.0216;Usucap;14/08/2024, 08:24:19;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 20-39;Usucapião Extraordinária;21/08/2024, 01:03:49
8001175-69.2024.8.05.0216;ProceComCiv;14/08/2024, 08:49:42;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 60-79;Interpretação / Revisão de Contrato;18/08/2024, 06:07:53
8000337-29.2024.8.05.0216;DivLit;14/08/2024, 08:51:01;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;CPF REU NULO, digito 20-39;Dissolução;21/08/2024, 01:02:35
8001086-46.2024.8.05.0216;Usucap;14/08/2024, 08:53:59;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 40-59;Usucapião Ordinária;20/08/2024, 23:31:40
8000714-78.2016.8.05.0216;CumSen;14/08/2024, 08:58:41;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 60-79;;20/08/2024, 23:29:54
8001176-54.2024.8.05.0216;ProceComCiv;14/08/2024, 09:01:02;Processo com prazo em curso;Expedição de intimação.;digito 40-59;Interpretação / Revisão de Contrato;14/08/2024, 08:59:31
8001263-78.2022.8.05.0216;AlEsp;14/08/2024, 09:04:21;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 60-79;Alimentos;20/08/2024, 23:28:02
8001500-44.2024.8.05.0216;CartPrecCiv;14/08/2024, 09:09:18;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 40-59;Intimação;14/08/2024, 10:34:14
8000712-11.2016.8.05.0216;CumSen;14/08/2024, 09:12:28;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19;;23/08/2024, 17:48:06
0001249-17.2014.8.05.0216;ProceComCiv;14/08/2024, 09:16:07;Processo com prazo em curso;Proferido despacho de mero expediente;digito 00-19;Indenização por Dano Moral;13/08/2024, 14:29:26
8000377-55.2017.8.05.0216;ProSum;14/08/2024, 09:20:05;Processo com prazo em curso;Proferido despacho de mero expediente;digito 40-59;Indenização por Dano Moral;13/08/2024, 10:50:44
8000079-53.2023.8.05.0216;ProceComCiv;14/08/2024, 09:29:53;Processo com prazo em curso;Juntada de Petição de contestação;digito 40-59;Descontos Indevidos;21/08/2024, 15:02:05
8001228-50.2024.8.05.0216;ACPCiv;14/08/2024, 10:32:32;Processo com prazo em curso;Juntada de Petição de documentação;digito 40-59;Parcelamento do Solo;14/08/2024, 18:05:06
8001493-52.2024.8.05.0216;AlEsp;14/08/2024, 11:11:15;Processo com prazo em curso;Recebido o Mandado para Cumprimento;AUDIÊNCIA DE CONCILIAÇÃO DESIGNADA, digito 40-59;Fixação;15/08/2024, 08:36:41
8000885-54.2024.8.05.0216;ProceComCiv;14/08/2024, 11:22:24;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 40-59;Desconto em folha de pagamento;14/08/2024, 11:24:03
0001449-24.2014.8.05.0216;ProceComCiv;14/08/2024, 12:34:23;Processo com prazo em curso;Publicado Intimação em 16/08/2024.;digito 20-39;Indenização por Dano Moral;16/08/2024, 17:05:10
8000413-53.2024.8.05.0216;BAAF;14/08/2024, 16:36:17;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, digito 40-59;Alienação Fiduciária;19/08/2024, 01:13:24
0001458-83.2014.8.05.0216;Usucap;14/08/2024, 16:37:00;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, digito 80-99;Usucapião Ordinária;18/08/2024, 23:55:41
8001475-31.2024.8.05.0216;MSCiv;15/08/2024, 08:03:51;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 20-39;Abuso de Poder;26/08/2024, 14:36:53
8001501-29.2024.8.05.0216;Invent;15/08/2024, 08:17:59;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 20-39, Juízo 100% digital;Inventário e Partilha;18/08/2024, 23:51:02
8000565-38.2023.8.05.0216;CumSenFaz;15/08/2024, 08:24:45;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 20-39;Abono de Permanência em Serviço (Art. 87);18/08/2024, 23:49:42
8001510-88.2024.8.05.0216;CartPrecCiv;15/08/2024, 08:35:37;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 80-99;Intimação;15/08/2024, 08:36:42
8002201-39.2023.8.05.0216;ProceComCiv;15/08/2024, 08:38:50;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 20-39;Indenização por Dano Moral;18/08/2024, 23:46:55
8001248-46.2021.8.05.0216;Usucap;15/08/2024, 08:49:10;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 40-59;Usucapião Extraordinária;19/08/2024, 01:08:59
8001471-91.2024.8.05.0216;ProceComCiv;15/08/2024, 09:04:19;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 80-99, Juízo 100% digital;Práticas Abusivas;19/08/2024, 01:07:56
8001584-79.2023.8.05.0216;DivLit;15/08/2024, 10:14:11;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 60-79;Dissolução;17/08/2024, 11:21:44
0001419-23.2013.8.05.0216;Interd;15/08/2024, 10:43:04;Processo com prazo em curso;Juntada de Outros documentos;digito 20-39;Tutela e Curatela;19/08/2024, 09:55:24
8000057-34.2019.8.05.0216;CumSen;15/08/2024, 12:00:31;Processo com prazo em curso;Publicado Intimação em 19/08/2024.;digito 20-39;Levantamento de Valor;20/08/2024, 00:08:58
8000263-19.2017.8.05.0216;ProceComCiv;15/08/2024, 13:07:38;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;brbjus, digito 00-19;Indenização por Dano Moral;21/08/2024, 10:38:47
8001034-84.2023.8.05.0216;PetCiv;15/08/2024, 13:11:27;Processo com prazo em curso;Expedição de intimação.;digito 80-99, FUNDEF;Gratificações de Atividade;15/08/2024, 13:11:27
8001332-76.2023.8.05.0216;PetCiv;15/08/2024, 13:17:34;Processo com prazo em curso;Expedição de intimação.;digito 60-79, FUNDEF;Gratificações de Atividade;15/08/2024, 13:17:34
0000028-91.2017.8.05.0216;PetCiv;15/08/2024, 14:53:07;Processo com prazo em curso;Extinto o processo por abandono da causa pelo autor;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, digito 80-99;Guarda;15/08/2024, 14:53:06
0000973-30.2007.8.05.0216;Invent;15/08/2024, 16:24:33;Processo com prazo em curso;Juntada de Petição de petição;brbjus, digito 20-39;Inventário e Partilha;23/08/2024, 21:06:24
0000973-30.2007.8.05.0216;Invent;15/08/2024, 17:22:04;Processo com prazo em curso;Juntada de Petição de petição;;Inventário e Partilha;23/08/2024, 21:06:24
8001265-14.2023.8.05.0216;Interd;16/08/2024, 08:50:16;Processo com prazo em curso;Juntada de Outros documentos;digito 00-19;Curatela;23/08/2024, 10:15:06
8001483-08.2024.8.05.0216;ProceComCiv;16/08/2024, 09:13:57;Processo com prazo em curso;Proferido despacho de mero expediente;digito 00-19;Protesto Indevido de Título;15/08/2024, 14:39:07
8001481-72.2023.8.05.0216;ProceComCiv;16/08/2024, 09:45:56;Processo com prazo em curso;Expedição de intimação.;digito 60-79;Pessoas com deficiência;16/08/2024, 09:33:03
8000662-77.2019.8.05.0216;RtMtPosse;16/08/2024, 09:58:46;Processo com prazo em curso;Publicado Intimação em 20/08/2024.;digito 60-79;Esbulho / Turbação / Ameaça;25/08/2024, 17:49:03
8000885-88.2023.8.05.0216;PetCiv;16/08/2024, 11:07:19;Processo com prazo em curso;Expedição de intimação.;digito 80-99, FUNDEF;Gratificações de Atividade;16/08/2024, 11:07:19
8002220-45.2023.8.05.0216;Usucap;16/08/2024, 11:37:30;Processo com prazo em curso;Juntada de Petição de petição;digito 40-59, Juízo 100% digital;Usucapião Especial (Constitucional);27/08/2024, 11:03:03
8001016-63.2023.8.05.0216;PetCiv;16/08/2024, 11:44:08;Processo com prazo em curso;Expedição de intimação.;digito 60-79, FUNDEF;Gratificações de Atividade;16/08/2024, 11:44:08
8000800-68.2024.8.05.0216;ProceComCiv;16/08/2024, 11:45:05;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 60-79;Protesto Indevido de Título;16/08/2024, 11:45:53
8000977-66.2023.8.05.0216;PetCiv;16/08/2024, 11:51:36;Processo com prazo em curso;Expedição de intimação.;digito 60-79, FUNDEF;Gratificações de Atividade;16/08/2024, 11:51:35
8001097-12.2023.8.05.0216;PetCiv;16/08/2024, 11:56:32;Processo com prazo em curso;Expedição de intimação.;digito 00-19, FUNDEF;Gratificações de Atividade;16/08/2024, 11:56:32
8001220-10.2023.8.05.0216;PetCiv;16/08/2024, 12:33:12;Processo com prazo em curso;Expedição de intimação.;digito 00-19, FUNDEF;Gratificações de Atividade;16/08/2024, 12:33:11
8001226-17.2023.8.05.0216;PetCiv;16/08/2024, 12:40:04;Processo com prazo em curso;Expedição de intimação.;digito 00-19, FUNDEF;Gratificações de Atividade;16/08/2024, 12:40:04
8001304-11.2023.8.05.0216;PetCiv;16/08/2024, 13:23:50;Processo com prazo em curso;Expedição de intimação.;digito 00-19, FUNDEF;Gratificações de Atividade;16/08/2024, 13:23:49
8001091-05.2023.8.05.0216;PetCiv;16/08/2024, 13:49:46;Processo com prazo em curso;Expedição de intimação.;digito 00-19, FUNDEF;Gratificações de Atividade;16/08/2024, 13:49:45
8000622-95.2019.8.05.0216;ACPCiv;16/08/2024, 14:18:46;Processo com prazo em curso;Publicado Intimação em 22/08/2024.;AMBIENTAL, digito 80-99, INCLUIR EM PAUTA - AUDIÊNCIA DE CONCILIAÇÃO;Saneamento;25/08/2024, 01:42:15
8001971-94.2023.8.05.0216;AlEsp;16/08/2024, 14:49:22;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;CPF REU NULO;Alimentos;28/08/2024, 09:59:48
8000885-59.2021.8.05.0216;AlEsp;16/08/2024, 23:29:24;Processo com prazo em curso;Ato ordinatório praticado;digito 40-59;Alimentos;16/08/2024, 23:28:35
8001542-98.2021.8.05.0216;AlvJud;16/08/2024, 23:45:54;Processo com prazo em curso;Juntada de Petição de petição;digito 80-99;Petição de Herança;24/08/2024, 15:28:43
8001296-05.2021.8.05.0216;Alvará;16/08/2024, 23:54:21;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19, etiqueta temporaria;COVID-19;23/08/2024, 13:20:51
8000026-53.2015.8.05.0216;CumSen;17/08/2024, 08:42:03;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;brbjus, digito 40-59;Levantamento de Valor;20/08/2024, 18:55:20
8000263-53.2016.8.05.0216;CumSen;17/08/2024, 09:43:01;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;brbjus, digito 40-59;;21/08/2024, 10:11:02
0000014-06.2000.8.05.0216;ProceComCiv;17/08/2024, 21:22:10;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19;Cédula de Crédito Rural;26/08/2024, 16:14:47
8001533-34.2024.8.05.0216;CartPrecCiv;18/08/2024, 16:37:51;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 20-39;Citação;19/08/2024, 11:41:45
8000026-53.2015.8.05.0216;CumSen;18/08/2024, 16:48:25;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;;Levantamento de Valor;20/08/2024, 18:55:20
8000659-30.2016.8.05.0216;CumSen;18/08/2024, 17:01:44;Processo com prazo em curso;Juntada de outros documentos;;Levantamento de Valor;22/08/2024, 15:50:01
0000673-87.2015.8.05.0216;ProceComCiv;18/08/2024, 20:53:16;Processo com prazo em curso;Ato ordinatório praticado;digito 80-99;Irregularidade no atendimento;18/08/2024, 20:52:07
8000286-23.2021.8.05.0216;ProSum;18/08/2024, 20:55:53;Processo com prazo em curso;Expedição de intimação.;digito 20-39;COVID-19;18/08/2024, 20:54:34
0000663-43.2015.8.05.0216;ProceComCiv;18/08/2024, 20:58:14;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;digito 40-59;Direito de Imagem;21/08/2024, 16:32:02
0001081-83.2012.8.05.0216;ProceComCiv;18/08/2024, 21:01:04;Processo com prazo em curso;Ato ordinatório praticado;digito 80-99;Direito de Imagem;18/08/2024, 20:59:50
8001971-94.2023.8.05.0216;AlEsp;19/08/2024, 08:04:12;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;;Alimentos;28/08/2024, 09:59:48
0001591-28.2014.8.05.0216;Invent;19/08/2024, 08:44:56;Processo com prazo em curso;Ato ordinatório praticado;digito 20-39;Inventário e Partilha;19/08/2024, 08:43:09
8001543-83.2021.8.05.0216;Monito;19/08/2024, 09:08:13;Processo com prazo em curso;Juntada de Petição de petição;digito 80-99;Cheque;19/08/2024, 11:47:01
